C0	C1	C2	CLS
continuous	continuous	continuous	continuous
			class colors=['#FF0550',\ '#0505FF',\ False]
0.443998675879	1.18576054156	-0.103972558558	0.460056436002
0.897240970662	0.0201273913122	-1.4415412105	2.02811199758
0.824049301079	0.951652391714	-0.43348190727	0.968522001974
0.410510677801	1.41754078188	-0.0881442090926	0.423014033918
-0.659036187787	0.0879508640482	0.247888769405	-0.719536564601
0.98089687414	1.75904296605	-0.805471538579	1.37501962144
-0.55488662165	1.04016283327	0.16807401945	-0.588226675762
-0.523352797207	0.0613220966514	-1.85211610104	3.6923735434
-0.941927938401	0.448827223842	-1.33581506646	4.3699185664
-0.890543161388	1.90735139285	0.545101244555	-1.09853780451
0.38217511358	1.1646394661	-1.92408992125	2.74944370953
0.268974565912	0.214945135538	-0.0368527200409	0.272328202865
0.59824157115	0.575089004561	-0.198684193	0.641304879748
-0.764045889799	0.913407251721	-1.64516190083	4.01115381676
0.784132634484	0.0419001385355	1.62059327384	-4.04288990466
0.681362149943	0.823231027228	1.73194646022	-3.89121467682
0.981899474289	0.978917270869	1.1894028046	-4.52183507379
0.00672441327692	0.487355750562	-1.99997739088	3.13486818963
0.496903601409	1.17727800058	-1.86780574491	2.62156561599
-0.338845643725	1.50648023918	-1.94084197915	3.48728234001
-0.979763993437	0.471668448211	-1.20015623189	4.5108716035
0.316549404966	1.24099980056	-1.94857602448	2.81950304281
-0.355125633852	1.27924448593	0.0651814164336	-0.363048457673
0.477377235926	1.89708060226	-1.87869845489	2.64392519802
0.440437677753	1.55655233459	1.89778318764	-3.59767877813
0.968397778894	1.69669053958	-0.750589210672	1.31872455806
0.217959703967	0.980839816873	1.97595776929	-3.36131607661
-0.867081267156	0.370697173959	-1.49816671521	4.19090580925
0.204463484394	1.99163058592	-0.0211258081094	0.20591558131
-0.720339924953	0.258711522077	0.306378783111	-0.804292267192
-0.797162937658	0.942914638709	1.60376423447	-2.21901107802
0.528642912998	0.136186198484	-1.84884431466	2.58459163228
-0.401609274332	1.8877017147	0.0841888891424	-0.413273382513
0.601178279485	1.9298498817	-0.200885066918	0.644974773066
0.984360555842	1.43877812401	1.17616553608	-4.53529928334
0.895114715312	0.69998568726	-0.554164103697	1.10868844024
0.870627922048	0.508764802235	-0.50805790854	1.05647729701
0.892147536625	0.530606649074	-0.54825585461	1.10207695661
-0.862725228597	0.25458805084	-1.50567299705	4.18222711052
0.989818601799	1.05161790615	-1.14233459008	1.71361594781
-0.969726145467	0.283634551403	0.755804990227	-1.32410684233
-0.559232620682	0.633461333107	0.170989218426	-0.593459854065
0.957717881691	1.25341295192	-1.28770898333	1.86263013974
0.843187377311	1.45508721918	1.53761979757	-4.1447772827
0.999999555434	0.0485454092441	-1.00094293739	1.57173926432
0.99929966517	0.860231968753	-1.03741896834	1.60822403285
-0.400454315111	1.30424918968	1.91631672554	-2.72958005545
0.348241568797	1.70649195232	1.93740482704	-3.49728725168
-0.985795393582	0.950649564424	1.16795071298	-1.73954681039
-0.95929516645	1.93841174344	0.717594646606	-1.28449572231
0.614371355144	0.531265095083	-0.210982992592	0.661588974752
-0.546908531538	0.0270174132534	0.162807633736	-0.578667102745
-0.994002773887	0.967505729403	-1.10935486045	4.60281498556
0.572085783073	0.51222759004	1.82019379223	-3.75063929704
-0.387410169891	1.64743534405	1.92190745754	-2.74377193303
0.050468488728	0.465545344362	1.99872565384	-3.19208259136
0.991846682848	0.621258436583	-0.872563122591	1.44301197146
-0.7286993363	1.58245486204	1.68483375886	-2.32517186712
-0.312205302973	1.43028650405	0.0499853428523	-0.317513485499
-0.668998553759	1.11610247331	1.74326370493	-2.40873204784
0.0724796882773	1.40989612385	1.99736988865	-3.21413595201
0.505994981827	0.83727372714	1.86253642147	-3.67212778252
0.99525797062	0.0106200952293	-0.902729388215	1.47337166941
0.265239867924	0.0227102570244	1.96418245808	-3.41004534596
-0.278228011155	1.02244357515	1.96051505652	-2.85964387055
-0.944882689665	0.166581959438	0.672590924422	-1.23723611836
0.116040721173	0.102150960339	-1.99324445683	3.02528991823
0.609665371423	1.93103327827	1.79265890198	-3.79723101633
-0.0434493799569	1.71800527932	-1.99905562977	3.18505571615
0.617130086515	0.304054454419	1.7868611417	-3.8066828236
-0.975488904786	0.00132843718041	-1.22004862335	4.49052466506
-0.291175608699	1.88333559078	0.0433303783965	-0.295455463807
-0.97611050157	0.55665059664	-1.21727468496	4.49336739653
0.835007130356	0.371795205711	-0.449760877205	0.988145743779
0.774918754135	1.38301621566	-1.63206085505	2.25500610993
0.932567165789	0.217807477683	1.36099651147	-4.34305273961
-0.888743355298	0.529299196006	1.45840511386	-2.04699615234
0.424102328356	1.95018936042	1.905614275	-3.5795630793
-0.939188425259	1.27892554895	1.34340224498	-1.92133337348
0.436598172709	1.04135558297	1.89965662093	-3.59340659145
-0.98955327607	0.79583722967	1.14416765872	-1.71546811934
-0.72294282367	1.54900190977	0.30909213805	-0.808052239721
0.822743230068	0.281914953047	1.56841321007	-4.10781307056
0.970569786954	1.93467560407	-1.24082003374	1.8140069887
0.587287908979	1.72224601613	-0.190621898019	0.627703917761
-0.80188332753	1.23531396514	1.59748065159	-2.21115195516
0.217358783966	0.0858123808051	-0.0239082220238	0.219107741944
